type,start_time,end_time,confidence,content,discard,PhrasalVerb
pronunciation,15m 38.16s,15m 38.41s,0.996,that's,False,False
pronunciation,15m 38.42s,15m 38.97s,0.999,true,False,False
punctuation,,,0.0,.,False,False
pronunciation,15m 39.30s,15m 39.57s,0.999,We,False,False
pronunciation,15m 39.58s,15m 39.97s,0.997,want,False,False
pronunciation,15m 39.98s,15m 41.01s,0.999,only,False,False
pronunciation,15m 41.02s,15m 41.53s,0.998,to,False,False
pronunciation,15m 41.54s,15m 42.65s,0.996,scroll,False,False
pronunciation,15m 42.66s,15m 43.25s,0.999,on,False,False
pronunciation,15m 43.26s,15m 44.52s,0.999,Instagram,False,False
punctuation,,,0.0,.,False,False
pronunciation,15m 44.56s,15m 44.85s,0.999,We,False,False
pronunciation,15m 44.86s,15m 45.11s,0.998,want,False,False
pronunciation,15m 45.12s,15m 46.37s,0.999,only,False,False
pronunciation,15m 47.61s,15m 47.91s,0.998,do,False,False
pronunciation,15m 47.92s,15m 49.07s,0.999,nothing,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,15m 50.18s,15m 50.41s,0.999,but,False,False
pronunciation,15m 50.42s,15m 50.62s,0.997,it's,False,False
pronunciation,15m 50.63s,15m 51.71s,0.997,worse,False,False
pronunciation,15m 51.72s,15m 52.35s,0.999,when,False,False
pronunciation,15m 52.36s,15m 53.18s,0.999,I,False,False
pronunciation,15m 53.20s,15m 53.71s,0.999,take,False,False
pronunciation,15m 53.72s,15m 54.18s,0.999,all,False,False
pronunciation,15m 54.19s,15m 54.35s,0.997,of,False,False
pronunciation,15m 54.36s,15m 54.60s,0.997,my,False,False
pronunciation,15m 54.61s,15m 54.83s,0.776,f,False,False
pronunciation,15m 54.84s,15m 55.24s,0.995,my,False,False
punctuation,,,0.0,",",False,False
pronunciation,15m 55.25s,15m 55.47s,0.997,my,False,False
pronunciation,15m 55.48s,15m 56.47s,0.999,strength,False,False
pronunciation,15m 56.86s,15m 57.19s,0.997,and,False,False
pronunciation,15m 57.20s,15m 57.82s,0.978,spend,False,False
pronunciation,15m 57.83s,15m 58.29s,0.997,this,False,False
pronunciation,15m 58.30s,15m 58.95s,0.999,on,False,False
pronunciation,15m 59.17s,15m 59.62s,0.999,doing,False,False
pronunciation,15m 59.63s,15m 59.98s,0.999,something,False,False
pronunciation,15m 59.99s,16m 0.43s,0.999,very,False,False
pronunciation,16m 0.44s,16m 1.03s,0.842,little,False,False
punctuation,,,0.0,.,False,False
pronunciation,16m 1.04s,16m 1.19s,0.999,For,False,False
pronunciation,16m 1.20s,16m 1.66s,0.999,example,False,False
punctuation,,,0.0,",",False,False
pronunciation,16m 1.67s,16m 1.99s,0.999,10,False,False
pronunciation,16m 2.00s,16m 2.39s,0.999,minutes,False,False
pronunciation,16m 2.40s,16m 2.54s,0.999,of,False,False
pronunciation,16m 2.55s,16m 3.67s,0.999,exercise,False,False
punctuation,,,0.0,",",False,False
pronunciation,16m 5.29s,16m 5.60s,0.999,it,False,False
pronunciation,16m 5.61s,16m 6.47s,0.999,changes,False,False
pronunciation,16m 6.48s,16m 6.65s,0.999,my,False,False
pronunciation,16m 6.66s,16m 6.88s,0.969,whole,False,False
pronunciation,16m 6.89s,16m 7.58s,0.993,mood,False,False
pronunciation,16m 8.46s,16m 8.99s,0.998,and,False,False
pronunciation,16m 9.00s,16m 9.45s,0.999,things,False,False
pronunciation,16m 9.46s,16m 10.48s,0.997,start,False,False
pronunciation,16m 10.77s,16m 11.74s,0.999,happening,False,False
pronunciation,16m 12.04s,16m 12.39s,0.996,and,False,False
pronunciation,16m 12.40s,16m 12.82s,0.996,my,False,False
punctuation,,,0.0,",",False,False
pronunciation,16m 12.83s,16m 13.11s,0.999,my,False,False
pronunciation,16m 13.12s,16m 13.83s,0.999,day,False,False
pronunciation,16m 13.89s,16m 14.67s,0.996,changes,False,False
pronunciation,16m 14.68s,16m 15.49s,0.999,completely,False,False
punctuation,,,0.0,.,False,False
pronunciation,16m 15.78s,16m 15.97s,0.999,that,False,False
pronunciation,16m 15.98s,16m 16.34s,0.999,makes,False,False
pronunciation,16m 16.35s,16m 16.36s,0.999,a,False,False
pronunciation,16m 16.37s,16m 16.67s,0.999,lot,False,False
pronunciation,16m 16.68s,16m 16.81s,0.999,of,False,False
pronunciation,16m 16.82s,16m 17.27s,0.999,sense,False,False
punctuation,,,0.0,.,False,False
pronunciation,16m 17.28s,16m 17.51s,0.999,This,False,False
pronunciation,16m 17.52s,16m 17.69s,0.998,is,False,False
pronunciation,16m 17.70s,16m 18.24s,0.998,something,False,False
pronunciation,16m 18.25s,16m 18.46s,0.998,that,False,False
pronunciation,16m 18.47s,16m 18.48s,0.999,I,False,False
pronunciation,16m 18.49s,16m 18.99s,0.999,should,False,False
pronunciation,16m 19.00s,16m 19.45s,0.999,read,False,False
pronunciation,16m 19.46s,16m 19.47s,0.999,a,False,False
pronunciation,16m 19.48s,16m 19.79s,0.999,little,False,False
pronunciation,16m 19.80s,16m 19.95s,0.997,bit,False,False
pronunciation,16m 19.96s,16m 20.23s,0.999,more,False,False
pronunciation,16m 20.24s,16m 20.82s,0.999,about,False,False
pronunciation,16m 20.83s,16m 20.95s,0.997,to,False,False
pronunciation,16m 20.96s,16m 21.64s,0.999,inspire,False,False
pronunciation,16m 21.65s,16m 22.08s,0.999,me,False,False
punctuation,,,0.0,.,False,False
pronunciation,16m 22.17s,16m 22.23s,0.999,I,False,False
pronunciation,16m 22.24s,16m 22.59s,0.999,think,False,False
pronunciation,16m 22.60s,16m 22.77s,0.996,it's,False,False
pronunciation,16m 22.78s,16m 23.11s,0.999,good,False,False
pronunciation,16m 23.12s,16m 23.33s,0.999,when,False,False
pronunciation,16m 23.34s,16m 23.48s,0.999,you,False,False
pronunciation,16m 23.49s,16m 23.84s,0.999,read,False,False
pronunciation,16m 23.85s,16m 24.03s,0.958,the,False,False
pronunciation,16m 24.04s,16m 24.28s,0.999,self,False,False
pronunciation,16m 24.39s,16m 25.02s,0.767,motivation,False,False
pronunciation,16m 25.03s,16m 25.12s,0.837,se,False,False
pronunciation,16m 25.13s,16m 25.52s,0.997,self,False,False
pronunciation,16m 25.57s,16m 26.01s,0.797,improvement,False,False
pronunciation,16m 26.02s,16m 26.39s,0.997,books,False,False
pronunciation,16m 26.40s,16m 26.68s,0.999,because,False,False
pronunciation,16m 26.69s,16m 26.85s,0.999,they,False,False
pronunciation,16m 26.86s,16m 27.49s,0.999,inspire,False,False
pronunciation,16m 27.50s,16m 27.81s,0.999,you,False,False
punctuation,,,0.0,",",False,False
pronunciation,16m 27.82s,16m 28.00s,0.999,they,False,False
pronunciation,16m 28.01s,16m 28.68s,0.998,motivate,False,False
pronunciation,16m 28.69s,16m 29.10s,0.999,you,False,False
punctuation,,,0.0,.,False,False
pronunciation,16m 30.11s,16m 30.30s,0.999,They,False,False
pronunciation,16m 30.31s,16m 30.59s,0.999,have,False,False
pronunciation,16m 30.60s,16m 30.61s,0.999,a,False,False
pronunciation,16m 30.62s,16m 30.95s,0.999,good,False,False
pronunciation,16m 30.96s,16m 31.70s,0.999,impact,False,False
punctuation,,,0.0,.,False,False
pronunciation,17m 9.18s,17m 9.61s,0.311,huh,False,False
punctuation,,,0.0,.,False,False
pronunciation,17m 32.02s,17m 33.08s,0.998,Yes,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,17m 49.92s,17m 50.27s,0.508,you're,False,False
pronunciation,17m 50.28s,17m 50.79s,0.998,right,False,False
punctuation,,,0.0,.,False,False
pronunciation,17m 50.80s,17m 51.03s,0.996,Time,False,False
pronunciation,17m 51.04s,17m 51.08s,0.794,is,False,False
pronunciation,17m 51.09s,17m 51.39s,0.996,gonna,False,False
pronunciation,17m 51.40s,17m 51.88s,0.996,pass,False,False
pronunciation,17m 51.89s,17m 52.31s,0.999,either,False,False
pronunciation,17m 52.32s,17m 53.03s,0.999,way,False,False
pronunciation,17m 53.04s,17m 53.85s,0.952,and,False,False
punctuation,,,0.0,",",False,False
pronunciation,17m 54.28s,17m 54.55s,0.997,but,False,False
pronunciation,17m 54.56s,17m 54.75s,0.999,we,False,False
pronunciation,17m 54.76s,17m 55.03s,0.986,want,False,False
pronunciation,17m 55.04s,17m 55.15s,0.996,to,False,False
pronunciation,17m 55.16s,17m 55.55s,0.482,numb,False,False
pronunciation,17m 55.57s,17m 56.43s,0.99,ourselves,False,False
punctuation,,,0.0,.,False,False
pronunciation,17m 56.44s,17m 56.71s,0.996,We,False,False
pronunciation,17m 56.72s,17m 57.16s,0.94,want,False,False
pronunciation,17m 57.91s,17m 59.13s,0.998,something,False,False
pronunciation,17m 59.14s,17m 59.85s,0.997,to,False,False
pronunciation,18m 1.15s,18m 1.65s,0.996,make,False,False
pronunciation,18m 1.66s,18m 1.82s,0.997,us,False,False
pronunciation,18m 1.83s,18m 2.91s,0.999,forget,False,False
pronunciation,18m 3.56s,18m 3.97s,0.999,what,False,False
pronunciation,18m 3.98s,18m 4.15s,0.999,we,False,False
pronunciation,18m 4.16s,18m 4.37s,0.999,were,False,False
pronunciation,18m 4.38s,18m 5.25s,0.999,feeling,False,False
pronunciation,18m 5.26s,18m 5.81s,0.997,because,False,False
pronunciation,18m 5.82s,18m 6.09s,0.992,the,False,False
pronunciation,18m 6.10s,18m 6.60s,0.996,because,False,False
pronunciation,18m 6.61s,18m 6.85s,0.994,our,False,False
pronunciation,18m 6.86s,18m 7.28s,0.493,fee,False,False
pronunciation,18m 7.34s,18m 7.69s,0.996,but,False,False
pronunciation,18m 7.70s,18m 7.99s,0.996,it's,False,False
pronunciation,18m 8.00s,18m 8.73s,0.999,exactly,False,False
pronunciation,18m 8.74s,18m 8.98s,0.999,what,False,False
pronunciation,18m 8.99s,18m 9.16s,0.999,you,False,False
pronunciation,18m 9.17s,18m 9.68s,0.999,said,False,False
punctuation,,,0.0,.,False,False
pronunciation,18m 11.67s,18m 12.25s,0.999,We,False,False
pronunciation,18m 12.26s,18m 12.93s,0.999,believe,False,False
pronunciation,18m 12.94s,18m 13.25s,0.999,that,False,False
pronunciation,18m 13.26s,18m 13.89s,0.999,suffering,False,False
pronunciation,18m 13.90s,18m 14.02s,0.996,is,False,False
pronunciation,18m 14.03s,18m 14.73s,0.999,bad,False,False
pronunciation,18m 14.74s,18m 15.17s,0.999,so,False,False
pronunciation,18m 15.18s,18m 15.41s,0.999,we,False,False
pronunciation,18m 15.42s,18m 15.59s,0.998,want,False,False
pronunciation,18m 15.60s,18m 15.71s,0.999,to,False,False
pronunciation,18m 15.72s,18m 16.48s,0.997,numb,False,False
pronunciation,18m 16.86s,18m 17.81s,0.997,ourselves,False,False
punctuation,,,0.0,.,False,False
pronunciation,18m 17.86s,18m 18.42s,0.996,But,False,False
pronunciation,18m 18.79s,18m 19.21s,0.997,yeah,False,False
punctuation,,,0.0,",",False,False
pronunciation,18m 19.22s,18m 19.70s,0.996,it's,False,False
pronunciation,18m 19.71s,18m 20.05s,0.997,good,False,False
punctuation,,,0.0,.,False,False
pronunciation,18m 20.06s,18m 20.23s,0.996,It's,False,False
pronunciation,18m 20.24s,18m 20.49s,0.999,good,False,False
pronunciation,18m 20.50s,18m 20.81s,0.996,to,False,False
punctuation,,,0.0,",",False,False
pronunciation,18m 20.82s,18m 21.05s,0.997,to,False,False
pronunciation,18m 21.06s,18m 21.90s,0.997,reflect,False,False
pronunciation,18m 21.91s,18m 22.25s,0.998,about,False,False
pronunciation,18m 22.26s,18m 22.59s,0.999,those,False,False
pronunciation,18m 22.60s,18m 23.46s,0.999,things,False,False
punctuation,,,0.0,",",False,False
pronunciation,18m 23.90s,18m 24.69s,0.999,to,False,False
pronunciation,18m 24.70s,18m 25.42s,0.999,change,False,False
pronunciation,18m 25.43s,18m 25.53s,0.982,our,False,False
pronunciation,18m 25.54s,18m 26.73s,0.996,perspectives,False,False
punctuation,,,0.0,.,False,False
pronunciation,18m 26.74s,18m 27.45s,0.999,I,False,False
pronunciation,18m 27.46s,18m 28.53s,0.998,confess,False,False
pronunciation,18m 28.54s,18m 28.81s,0.999,that,False,False
pronunciation,18m 28.82s,18m 29.33s,0.999,I,False,False
pronunciation,18m 29.42s,18m 29.90s,0.999,have,False,False
pronunciation,18m 29.91s,18m 29.92s,0.999,a,False,False
pronunciation,18m 29.93s,18m 30.49s,0.999,little,False,False
pronunciation,18m 30.50s,18m 30.94s,0.997,bit,False,False
pronunciation,18m 30.95s,18m 31.12s,0.998,of,False,False
pronunciation,18m 31.13s,18m 32.43s,0.996,prejudice,False,False
pronunciation,18m 33.01s,18m 33.75s,0.995,towards,False,False
pronunciation,18m 33.76s,18m 34.26s,0.998,self,False,False
pronunciation,18m 34.32s,18m 35.51s,0.752,improvement,False,False
punctuation,,,0.0,.,False,False
pronunciation,18m 35.85s,18m 36.12s,0.999,But,False,False
pronunciation,18m 36.13s,18m 36.52s,0.998,when,False,False
pronunciation,18m 36.53s,18m 36.54s,0.997,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,18m 36.55s,18m 36.86s,0.997,when,False,False
pronunciation,18m 36.87s,18m 36.88s,0.999,I,False,False
pronunciation,18m 36.89s,18m 37.42s,0.999,hear,False,False
pronunciation,18m 37.43s,18m 37.72s,0.999,things,False,False
pronunciation,18m 37.73s,18m 37.88s,0.999,that,False,False
punctuation,,,0.0,",",False,False
pronunciation,18m 38.78s,18m 39.02s,0.999,they,False,False
pronunciation,18m 39.03s,18m 39.57s,0.996,motivate,False,False
pronunciation,18m 39.58s,18m 40.26s,0.999,me,False,False
pronunciation,18m 40.27s,18m 40.43s,0.998,in,False,False
pronunciation,18m 40.44s,18m 40.45s,0.998,a,False,False
pronunciation,18m 40.46s,18m 41.12s,0.999,way,False,False
pronunciation,18m 41.52s,18m 41.93s,0.998,that,False,False
pronunciation,18m 41.94s,18m 42.76s,0.999,probably,False,False
pronunciation,18m 42.77s,18m 43.34s,0.999,today,False,False
pronunciation,18m 43.35s,18m 43.54s,0.996,will,False,False
pronunciation,18m 43.55s,18m 43.72s,0.999,be,False,False
pronunciation,18m 43.73s,18m 43.74s,0.997,a,False,False
pronunciation,18m 43.75s,18m 44.00s,0.999,more,False,False
pronunciation,18m 44.01s,18m 44.62s,0.999,productive,False,False
pronunciation,18m 44.63s,18m 45.06s,0.996,day,False,False
punctuation,,,0.0,.,False,False
pronunciation,18m 45.68s,18m 46.48s,0.996,But,False,False
pronunciation,18m 46.49s,18m 46.84s,0.998,what,False,False
pronunciation,18m 46.85s,18m 47.32s,0.996,about,False,False
punctuation,,,0.0,",",False,False
pronunciation,18m 47.33s,18m 47.52s,0.997,what,False,False
pronunciation,18m 47.53s,18m 47.82s,0.999,about,False,False
pronunciation,18m 47.83s,18m 48.47s,0.998,movies,False,False
punctuation,,,0.0,?,False,False
pronunciation,18m 48.48s,18m 48.62s,0.997,What,False,False
pronunciation,18m 48.63s,18m 48.98s,0.996,kinds,False,False
pronunciation,18m 48.99s,18m 49.12s,0.999,of,False,False
pronunciation,18m 49.13s,18m 49.64s,0.999,movies,False,False
pronunciation,18m 49.65s,18m 49.82s,0.999,do,False,False
pronunciation,18m 49.83s,18m 49.92s,0.999,you,False,False
pronunciation,18m 49.93s,18m 50.20s,0.999,like,False,False
pronunciation,18m 50.21s,18m 50.99s,0.999,watching,False,False
punctuation,,,0.0,?,False,False
punctuation,,,0.0,",",False,False
pronunciation,18m 58.34s,18m 59.22s,0.997,so,False,False
pronunciation,19m 0.16s,19m 0.32s,0.996,uh,False,False
pronunciation,19m 0.33s,19m 0.81s,0.188,huh,False,False
punctuation,,,0.0,.,False,False
pronunciation,19m 24.33s,19m 24.95s,0.95,Mm,False,False
punctuation,,,0.0,.,False,False
pronunciation,19m 26.76s,19m 27.28s,0.999,Maybe,False,False
pronunciation,19m 27.29s,19m 27.36s,0.999,I,False,False
pronunciation,19m 27.37s,19m 27.61s,0.999,know,False,False
pronunciation,19m 27.62s,19m 27.76s,0.997,in,False,False
pronunciation,19m 27.77s,19m 29.03s,0.998,Portuguese,False,False
punctuation,,,0.0,",",False,False
pronunciation,19m 29.69s,19m 29.85s,0.996,let,False,False
pronunciation,19m 29.86s,19m 29.99s,0.996,me,False,False
pronunciation,19m 30.00s,19m 30.53s,0.999,see,False,False
pronunciation,19m 31.97s,19m 32.16s,0.999,the,False,False
pronunciation,19m 32.17s,19m 32.50s,0.999,name,False,False
pronunciation,19m 32.51s,19m 32.64s,0.998,of,False,False
pronunciation,19m 32.65s,19m 33.28s,0.996,this,False,False
punctuation,,,0.0,",",False,False
pronunciation,19m 36.33s,19m 36.52s,0.993,the,False,False
pronunciation,19m 36.53s,19m 36.82s,0.996,kind,False,False
pronunciation,19m 36.83s,19m 37.05s,0.999,of,False,False
pronunciation,19m 37.06s,19m 37.34s,0.335,Monte,False,False
pronunciation,19m 37.39s,19m 38.44s,0.96,crystal,False,False
punctuation,,,0.0,.,False,False
pronunciation,19m 41.95s,19m 42.31s,0.997,No,False,False
punctuation,,,0.0,",",False,False
pronunciation,19m 42.32s,19m 42.47s,0.999,I,False,False
pronunciation,19m 42.48s,19m 42.68s,0.972,have,False,False
pronunciation,19m 42.69s,19m 43.41s,0.999,never,False,False
pronunciation,19m 43.86s,19m 45.18s,0.853,Portuguese,False,False
punctuation,,,0.0,.,False,False
pronunciation,19m 45.59s,19m 45.65s,0.999,I,False,False
pronunciation,19m 45.66s,19m 45.95s,0.996,have,False,False
pronunciation,19m 45.96s,19m 46.30s,0.999,never,False,False
pronunciation,19m 46.31s,19m 46.53s,0.999,heard,False,False
pronunciation,19m 46.54s,19m 46.90s,0.999,about,False,False
pronunciation,19m 46.91s,19m 47.32s,0.999,it,False,False
punctuation,,,0.0,.,False,False
pronunciation,19m 48.11s,19m 48.13s,0.878,It,False,False
punctuation,,,0.0,",",False,False
pronunciation,19m 48.20s,19m 48.92s,0.996,it,False,False
pronunciation,19m 48.93s,19m 49.87s,0.997,seems,False,False
pronunciation,19m 49.88s,19m 50.75s,0.999,really,False,False
punctuation,,,0.0,",",False,False
pronunciation,19m 51.13s,19m 51.42s,0.998,it,False,False
pronunciation,19m 51.43s,19m 51.79s,0.998,seems,False,False
pronunciation,19m 51.80s,19m 51.81s,0.996,a,False,False
pronunciation,19m 51.82s,19m 52.67s,0.998,classic,False,False
pronunciation,19m 52.68s,19m 53.09s,0.999,because,False,False
pronunciation,19m 53.10s,19m 53.25s,0.999,it,False,False
pronunciation,19m 53.26s,19m 53.63s,0.998,says,False,False
pronunciation,19m 53.64s,19m 54.26s,0.999,here,False,False
pronunciation,19m 54.27s,19m 54.42s,0.997,that,False,False
pronunciation,19m 54.43s,19m 54.69s,0.996,it,False,False
punctuation,,,0.0,",",False,False
pronunciation,19m 55.41s,19m 55.84s,0.997,it,False,False
pronunciation,19m 55.85s,19m 56.11s,0.999,was,False,False
pronunciation,19m 56.12s,19m 56.99s,0.997,released,False,False
pronunciation,19m 57.00s,19m 57.03s,0.999,in,False,False
pronunciation,19m 57.04s,19m 59.03s,0.9984999999999999,1934,False,False
punctuation,,,0.0,.,False,False
pronunciation,19m 59.04s,19m 59.29s,0.999,Is,False,False
pronunciation,19m 59.30s,19m 59.55s,0.999,that,False,False
pronunciation,19m 59.56s,19m 59.99s,0.999,one,False,False
punctuation,,,0.0,?,False,False
pronunciation,20m 9.58s,20m 9.96s,0.999,But,False,False
pronunciation,20m 9.97s,20m 10.08s,0.996,the,False,False
pronunciation,20m 10.09s,20m 10.66s,0.998,story,False,False
pronunciation,20m 10.67s,20m 10.76s,0.996,is,False,False
pronunciation,20m 10.77s,20m 10.88s,0.999,the,False,False
pronunciation,20m 10.89s,20m 11.46s,0.999,same,False,False
punctuation,,,0.0,.,False,False
pronunciation,20m 18.42s,20m 18.47s,0.002,Mm,False,False
punctuation,,,0.0,.,False,False
pronunciation,20m 19.69s,20m 20.11s,0.996,What,False,False
punctuation,,,0.0,",",False,False
pronunciation,20m 20.12s,20m 20.37s,0.997,what,False,False
pronunciation,20m 20.38s,20m 20.53s,0.998,is,False,False
pronunciation,20m 20.54s,20m 20.65s,0.998,it,False,False
pronunciation,20m 20.66s,20m 21.31s,0.998,about,False,False
punctuation,,,0.0,?,False,False
pronunciation,20m 33.68s,20m 34.35s,0.822,Yes,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,21m 30.39s,21m 30.77s,0.996,Did,False,False
pronunciation,21m 30.78s,21m 30.96s,0.982,it,False,False
punctuation,,,0.0,?,False,False
punctuation,,,0.0,",",False,False
pronunciation,22m 37.29s,22m 38.54s,0.997,gosh,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,22m 48.54s,22m 48.63s,0.982,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,22m 48.64s,22m 49.03s,0.997,I,False,False
pronunciation,22m 49.04s,22m 49.47s,0.998,love,False,False
pronunciation,22m 49.48s,22m 49.59s,0.996,the,False,False
pronunciation,22m 49.60s,22m 50.47s,0.999,story,False,False
punctuation,,,0.0,.,False,False
pronunciation,22m 50.48s,22m 50.78s,0.998,Is,False,False
pronunciation,22m 50.79s,22m 50.99s,0.997,it,False,False
punctuation,,,0.0,",",False,False
pronunciation,22m 51.06s,22m 51.41s,0.997,is,False,False
pronunciation,22m 51.42s,22m 51.53s,0.998,it,False,False
pronunciation,22m 51.54s,22m 52.15s,0.999,based,False,False
pronunciation,22m 52.16s,22m 52.83s,0.998,on,False,False
pronunciation,22m 52.92s,22m 54.03s,0.996,real,False,False
punctuation,,,0.0,?,False,False
pronunciation,22m 54.04s,22m 54.19s,0.996,And,False,False
pronunciation,22m 54.20s,22m 54.48s,0.941,he's,False,False
pronunciation,22m 54.49s,22m 54.68s,0.993,the,False,False
punctuation,,,0.0,",",False,False
pronunciation,22m 58.49s,22m 58.72s,0.774,uh,False,False
punctuation,,,0.0,",",False,False
pronunciation,22m 58.73s,22m 59.92s,0.997,ok,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,23m 0.33s,23m 0.64s,0.881,It,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 0.65s,23m 0.97s,0.996,it,False,False
pronunciation,23m 0.98s,23m 1.56s,0.997,didn't,False,False
pronunciation,23m 1.57s,23m 2.16s,0.998,look,False,False
pronunciation,23m 2.17s,23m 3.28s,0.999,real,False,False
pronunciation,23m 3.68s,23m 3.83s,0.999,in,False,False
pronunciation,23m 3.84s,23m 4.19s,0.999,all,False,False
pronunciation,23m 4.20s,23m 4.88s,0.997,parts,False,False
pronunciation,23m 4.89s,23m 5.21s,0.998,but,False,False
pronunciation,23m 5.22s,23m 5.72s,0.996,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 5.73s,23m 5.76s,0.997,I,False,False
pronunciation,23m 5.77s,23m 6.24s,0.999,was,False,False
pronunciation,23m 6.25s,23m 6.84s,0.999,wondering,False,False
pronunciation,23m 6.85s,23m 7.09s,0.999,if,False,False
pronunciation,23m 7.10s,23m 7.22s,0.999,it,False,False
pronunciation,23m 7.23s,23m 7.44s,0.999,was,False,False
pronunciation,23m 7.45s,23m 8.12s,0.999,based,False,False
pronunciation,23m 8.26s,23m 8.53s,0.999,on,False,False
pronunciation,23m 8.54s,23m 8.76s,0.999,his,False,False
pronunciation,23m 8.77s,23m 9.10s,0.999,real,False,False
pronunciation,23m 9.11s,23m 9.74s,0.999,story,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 9.93s,23m 10.27s,0.998,but,False,False
pronunciation,23m 10.28s,23m 10.44s,0.978,that's,False,False
pronunciation,23m 10.45s,23m 10.76s,0.996,very,False,False
pronunciation,23m 10.77s,23m 11.60s,0.998,interesting,False,False
punctuation,,,0.0,.,False,False
pronunciation,23m 11.97s,23m 12.76s,0.997,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 12.77s,23m 13.16s,0.998,do,False,False
pronunciation,23m 13.17s,23m 13.24s,0.998,you,False,False
pronunciation,23m 13.25s,23m 14.12s,0.999,like,False,False
pronunciation,23m 14.13s,23m 14.78s,0.996,thriller,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 14.79s,23m 15.79s,0.997,psychological,False,False
pronunciation,23m 15.80s,23m 16.52s,0.997,suspense,False,False
pronunciation,23m 16.53s,23m 16.70s,0.998,or,False,False
pronunciation,23m 16.71s,23m 17.40s,0.999,something,False,False
pronunciation,23m 17.41s,23m 17.70s,0.999,like,False,False
pronunciation,23m 17.71s,23m 18.20s,0.999,that,False,False
punctuation,,,0.0,?,False,False
pronunciation,23m 20.59s,23m 20.73s,0.999,I,False,False
pronunciation,23m 20.74s,23m 21.36s,0.999,like,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 21.37s,23m 21.38s,0.999,I,False,False
pronunciation,23m 21.39s,23m 22.20s,0.999,like,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 22.21s,23m 22.60s,0.999,but,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 22.61s,23m 22.86s,0.98,um,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 23.47s,23m 23.68s,0.997,I,False,False
pronunciation,23m 23.69s,23m 23.98s,0.963,also,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 23.99s,23m 24.01s,0.998,I,False,False
pronunciation,23m 24.02s,23m 24.39s,0.998,don't,False,False
pronunciation,23m 24.40s,23m 24.67s,0.999,like,False,False
pronunciation,23m 24.68s,23m 24.77s,0.999,so,False,False
pronunciation,23m 24.78s,23m 25.17s,0.999,much,False,False
pronunciation,23m 25.18s,23m 25.97s,0.999,comedy,False,False
pronunciation,23m 25.98s,23m 26.27s,0.999,for,False,False
pronunciation,23m 26.28s,23m 26.44s,0.999,me,False,False
pronunciation,23m 26.45s,23m 26.53s,0.996,it's,False,False
pronunciation,23m 26.54s,23m 26.77s,0.999,very,False,False
pronunciation,23m 26.78s,23m 27.22s,0.999,difficult,False,False
pronunciation,23m 27.23s,23m 27.39s,0.999,to,False,False
pronunciation,23m 27.40s,23m 27.65s,0.999,find,False,False
pronunciation,23m 27.66s,23m 27.67s,0.999,a,False,False
pronunciation,23m 27.68s,23m 28.03s,0.999,good,False,False
pronunciation,23m 28.04s,23m 28.55s,0.999,comedy,False,False
pronunciation,23m 28.56s,23m 29.16s,0.999,movie,False,False
punctuation,,,0.0,.,False,False
pronunciation,23m 30.95s,23m 31.45s,0.997,Maybe,False,False
pronunciation,23m 31.46s,23m 31.58s,0.999,the,False,False
pronunciation,23m 31.59s,23m 31.84s,0.999,ones,False,False
pronunciation,23m 31.85s,23m 32.04s,0.999,that,False,False
pronunciation,23m 32.05s,23m 32.25s,0.999,I,False,False
pronunciation,23m 32.26s,23m 32.94s,0.998,have,False,False
pronunciation,23m 32.95s,23m 33.43s,0.999,seen,False,False
pronunciation,23m 33.44s,23m 33.59s,0.995,that,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 33.60s,23m 33.83s,0.996,that,False,False
pronunciation,23m 33.84s,23m 33.85s,0.997,I,False,False
pronunciation,23m 33.86s,23m 34.17s,0.998,have,False,False
pronunciation,23m 34.18s,23m 34.97s,0.996,watched,False,False
pronunciation,23m 35.80s,23m 36.54s,0.993,weren't,False,False
pronunciation,23m 36.55s,23m 36.72s,0.999,so,False,False
pronunciation,23m 36.73s,23m 37.57s,0.999,good,False,False
punctuation,,,0.0,.,False,False
pronunciation,23m 37.76s,23m 38.18s,0.999,But,False,False
pronunciation,23m 38.19s,23m 38.22s,0.7935,II,False,False
punctuation,,,0.0,",",False,False
pronunciation,23m 38.23s,23m 38.26s,0.997,I,False,False
